super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,updates_per_super_epoch,mean_train_loss,validation_check,validation_checks_cumulative,mean_val_filtered_MRR,best_mean_val_filtered_MRR,cycle_seconds,batches_no_changes,train_loss_no_changes,batches_all_inverse_edges,train_loss_all_inverse_edges,batches_universal_edges,train_loss_universal_edges,val_raw_MRR_no_changes,val_filtered_MRR_no_changes,val_Hits@1_no_changes,val_Hits@3_no_changes,val_Hits@10_no_changes,val_accuracy_no_changes,val_precision_no_changes,val_recall_no_changes,val_macro_f1_no_changes,val_raw_MRR_all_inverse_edges,val_filtered_MRR_all_inverse_edges,val_Hits@1_all_inverse_edges,val_Hits@3_all_inverse_edges,val_Hits@10_all_inverse_edges,val_accuracy_all_inverse_edges,val_precision_all_inverse_edges,val_recall_all_inverse_edges,val_macro_f1_all_inverse_edges,val_raw_MRR_universal_edges,val_filtered_MRR_universal_edges,val_Hits@1_universal_edges,val_Hits@3_universal_edges,val_Hits@10_universal_edges,val_accuracy_universal_edges,val_precision_universal_edges,val_recall_universal_edges,val_macro_f1_universal_edges
208,"no_changes,all_inverse_edges,universal_edges",624,624,3,0.14455327143271765,0,20,,0.26131755610307056,4.667604275979102,1,0.31966567039489746,1,0.014780767261981964,1,0.0992133766412735,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"universal_edges,all_inverse_edges,no_changes",627,627,3,0.04243695611755053,0,20,,0.26131755610307056,4.678892445983365,1,0.023664608597755432,1,0.017440658062696457,1,0.08620560169219971,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"no_changes,universal_edges,all_inverse_edges",630,630,3,0.05704339345296224,1,21,0.2963312764962514,0.2963312764962514,20.13920298917219,1,0.022380243986845016,1,0.017386887222528458,1,0.13136304914951324,0.2088748812675476,0.28150999546051025,0.21736980883322346,0.32036914963744234,0.39436387607119316,0.9871392195638967,0.8722060210063165,0.7536090969017799,0.8011728837587574,0.2409818172454834,0.32959672808647156,0.2727422544495715,0.3679960448253131,0.42419248516809493,0.9880827743094601,0.9020315690428237,0.7531212920237311,0.8099542076284687,0.21094663441181183,0.27788710594177246,0.20880026367831245,0.31938035596572184,0.4034278180619644,0.9874235785283131,0.874566828152975,0.7613447593935398,0.8074295157334497
211,"universal_edges,no_changes,all_inverse_edges",633,633,3,0.043733395636081696,0,21,,0.2963312764962514,4.674559485167265,1,0.022278737276792526,1,0.014651846140623093,1,0.09426960349082947,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"universal_edges,all_inverse_edges,no_changes",636,636,3,0.04946001619100571,0,21,,0.2963312764962514,4.682150756940246,1,0.01957196742296219,1,0.015124350786209106,1,0.11368373036384583,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"all_inverse_edges,no_changes,universal_edges",639,639,3,0.12530379680295786,0,21,,0.2963312764962514,4.679311986081302,1,0.018519317731261253,1,0.13029472529888153,1,0.22709734737873077,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"all_inverse_edges,no_changes,universal_edges",642,642,3,0.0793029498308897,0,21,,0.2963312764962514,4.669706963934004,1,0.0183760616928339,1,0.1190432533621788,1,0.1004895344376564,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"all_inverse_edges,universal_edges,no_changes",645,645,3,0.13877387220660845,0,21,,0.2963312764962514,4.670418897876516,1,0.31738266348838806,1,0.015644248574972153,1,0.08329470455646515,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"universal_edges,all_inverse_edges,no_changes",648,648,3,0.13398379646241665,0,21,,0.2963312764962514,4.671647910960019,1,0.3086380064487457,1,0.013751300051808357,1,0.07956208288669586,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"no_changes,universal_edges,all_inverse_edges",651,651,3,0.13770603450636068,0,21,,0.2963312764962514,4.669241062132642,1,0.3092018663883209,1,0.014175118878483772,1,0.08974111825227737,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"no_changes,universal_edges,all_inverse_edges",654,654,3,0.13303548904756704,0,21,,0.2963312764962514,4.675147847970948,1,0.3052583634853363,1,0.01274430938065052,1,0.08110379427671432,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"no_changes,universal_edges,all_inverse_edges",657,657,3,0.03727181628346443,0,21,,0.2963312764962514,4.662948173936456,1,0.017752395942807198,1,0.012415127828717232,1,0.08164792507886887,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"no_changes,all_inverse_edges,universal_edges",660,660,3,0.07278734569748242,1,22,0.31593288977940875,0.31593288977940875,20.174581347964704,1,0.017019804567098618,1,0.11593953520059586,1,0.08540269732475281,0.22107572853565216,0.3058353364467621,0.25082399472643374,0.33767303889255107,0.4070533948582729,0.9871844584900539,0.866147383115317,0.763968358602505,0.8063976271855124,0.24686093628406525,0.34486666321754456,0.2969676994067238,0.3711272247857614,0.4238628872775214,0.9879082813085682,0.880657390292396,0.771443638760712,0.8165012585619847,0.22365018725395203,0.2970966696739197,0.23335530652603823,0.3355306526038233,0.40820698747528017,0.9872490855274213,0.8613250119121311,0.7741760052735662,0.8114982439922511
221,"all_inverse_edges,universal_edges,no_changes",663,663,3,0.0363872895638148,0,22,,0.31593288977940875,4.681883075973019,1,0.01897457428276539,1,0.013974389061331749,1,0.07621290534734726,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"universal_edges,no_changes,all_inverse_edges",666,666,3,0.13141194389512142,0,22,,0.31593288977940875,4.681316822068766,1,0.30599355697631836,1,0.01464988011866808,1,0.07359239459037781,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"all_inverse_edges,no_changes,universal_edges",669,669,3,0.041514283356567226,0,22,,0.31593288977940875,4.668940596980974,1,0.017749512568116188,1,0.012601369060575962,1,0.09419196844100952,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"no_changes,all_inverse_edges,universal_edges",672,672,3,0.04144681834926208,0,22,,0.31593288977940875,4.671915305079892,1,0.01683618128299713,1,0.014174613170325756,1,0.09332966059446335,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"no_changes,all_inverse_edges,universal_edges",675,675,3,0.040894713873664536,0,22,,0.31593288977940875,4.677897106157616,1,0.015892788767814636,1,0.016291437670588493,1,0.09049991518259048,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"universal_edges,all_inverse_edges,no_changes",678,678,3,0.03771792507419983,0,22,,0.31593288977940875,4.684424365870655,1,0.017536386847496033,1,0.013742451556026936,1,0.08187493681907654,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"universal_edges,all_inverse_edges,no_changes",681,681,3,0.037961565889418125,0,22,,0.31593288977940875,4.662563795922324,1,0.01580994576215744,1,0.01156239490956068,1,0.08651235699653625,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"universal_edges,all_inverse_edges,no_changes",684,684,3,0.07469289408375819,0,22,,0.31593288977940875,4.6564655769616365,1,0.015671733766794205,1,0.014616974629461765,1,0.19378997385501862,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"all_inverse_edges,universal_edges,no_changes",687,687,3,0.07407406034568946,0,22,,0.31593288977940875,4.663424271857366,1,0.01605553738772869,1,0.013821575790643692,1,0.19234506785869598,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"no_changes,all_inverse_edges,universal_edges",690,690,3,0.14714976834754148,1,23,0.31092700362205505,0.31593288977940875,20.09544640290551,1,0.31632304191589355,1,0.022492660209536552,1,0.10263360291719437,0.21818920969963074,0.29646599292755127,0.23368490441661174,0.33520105471324985,0.40491100856954515,0.9847738699962516,0.8069220842789675,0.7805042847725774,0.7930873011700501,0.24499128758907318,0.34145641326904297,0.28790375741595253,0.3760711931443639,0.4263348714568227,0.9865123373014334,0.8360227238108977,0.7917270929466051,0.8122338633847586,0.221840038895607,0.2948586046695709,0.22808174027686223,0.3370138431114041,0.4080421885299934,0.985523543629713,0.8153414504208797,0.7980059327620304,0.8064156912530644
231,"no_changes,all_inverse_edges,universal_edges",693,693,3,0.04255966035028299,0,23,,0.31593288977940875,4.681189489085227,1,0.026037463918328285,1,0.019118141382932663,1,0.08252337574958801,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"all_inverse_edges,universal_edges,no_changes",696,696,3,0.036473390025397144,0,23,,0.31593288977940875,4.674061133991927,1,0.020002534613013268,1,0.014477632008492947,1,0.07494000345468521,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"universal_edges,no_changes,all_inverse_edges",699,699,3,0.036523500457406044,0,23,,0.31593288977940875,4.6615056118462235,1,0.017555173486471176,1,0.020714113488793373,1,0.07130121439695358,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"universal_edges,no_changes,all_inverse_edges",702,702,3,0.035435524148245655,0,23,,0.31593288977940875,4.679156801197678,1,0.017541060224175453,1,0.015375892631709576,1,0.07338961958885193,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"no_changes,universal_edges,all_inverse_edges",705,705,3,0.07555519913633664,0,23,,0.31593288977940875,4.680110845947638,1,0.015271786600351334,1,0.12341359257698059,1,0.08798021823167801,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"all_inverse_edges,no_changes,universal_edges",708,708,3,0.1753529409567515,0,23,,0.31593288977940875,4.673019813839346,1,0.30663880705833435,1,0.021433666348457336,1,0.19798634946346283,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"no_changes,universal_edges,all_inverse_edges",711,711,3,0.14170076387623945,0,23,,0.31593288977940875,4.663753804983571,1,0.305070698261261,1,0.020246347412467003,1,0.09978524595499039,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"no_changes,all_inverse_edges,universal_edges",714,714,3,0.04122738198687633,0,23,,0.31593288977940875,4.674168627010658,1,0.018728794530034065,1,0.014261464588344097,1,0.09069188684225082,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"universal_edges,all_inverse_edges,no_changes",717,717,3,0.03347108202675978,0,23,,0.31593288977940875,4.667519808048382,1,0.016428841277956963,1,0.013195984065532684,1,0.0707884207367897,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"no_changes,all_inverse_edges,universal_edges",720,720,3,0.056368922193845115,1,24,0.32156644264856976,0.32156644264856976,20.158349151955917,1,0.013561215251684189,1,0.01323569193482399,1,0.14230985939502716,0.22534248232841492,0.31348085403442383,0.2556031641397495,0.35102175346077785,0.4119973632168754,0.9870487417115824,0.8664599157336543,0.758085036255768,0.8024459634454972,0.24992085993289948,0.3493524491786957,0.3002636783124588,0.38068556361239286,0.42864205669083716,0.9875463698993111,0.875113838280503,0.7652834541858933,0.8103618866055997,0.22653250396251678,0.3018660247325897,0.2391232696110745,0.3373434410019776,0.4126565589980224,0.9868936368219008,0.8542697730835521,0.7712491760052735,0.8069912887387454
241,"no_changes,universal_edges,all_inverse_edges",723,723,3,0.07360484016438325,0,24,,0.32156644264856976,4.683075746987015,1,0.016638891771435738,1,0.01486014574766159,1,0.18931548297405243,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"all_inverse_edges,universal_edges,no_changes",726,726,3,0.05044606948892275,0,24,,0.32156644264856976,4.685447043040767,1,0.015159722417593002,1,0.012933112680912018,1,0.12324537336826324,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"no_changes,all_inverse_edges,universal_edges",729,729,3,0.049954249213139214,0,24,,0.32156644264856976,4.679050021106377,1,0.014537055045366287,1,0.020911671221256256,1,0.1144140213727951,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"all_inverse_edges,universal_edges,no_changes",732,732,3,0.07885559524099033,0,24,,0.32156644264856976,4.680942367995158,1,0.01857954077422619,1,0.029849430546164513,1,0.18813781440258026,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"universal_edges,all_inverse_edges,no_changes",735,735,3,0.0541718527674675,0,24,,0.32156644264856976,4.676173243904486,1,0.015230976045131683,1,0.04695650935173035,1,0.10032807290554047,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"universal_edges,all_inverse_edges,no_changes",738,738,3,0.043424746642510094,0,24,,0.32156644264856976,4.6759856110438704,1,0.015800831839442253,1,0.023398784920573235,1,0.0910746231675148,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"no_changes,all_inverse_edges,universal_edges",741,741,3,0.0427619032561779,0,24,,0.32156644264856976,4.6712366819847375,1,0.01432309951633215,1,0.014154640026390553,1,0.099807970225811,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"universal_edges,all_inverse_edges,no_changes",744,744,3,0.03513571744163831,0,24,,0.32156644264856976,4.67681425716728,1,0.01701061986386776,1,0.014006642624735832,1,0.07438988983631134,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"all_inverse_edges,universal_edges,no_changes",747,747,3,0.15544126275926828,0,24,,0.32156644264856976,4.671931775053963,1,0.3370247483253479,1,0.015086325816810131,1,0.11421271413564682,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"no_changes,all_inverse_edges,universal_edges",750,750,3,0.04355557635426521,1,25,0.32128555576006573,0.32156644264856976,20.106555852107704,1,0.017755642533302307,1,0.01848490908741951,1,0.09442617744207382,0.2193099409341812,0.30396080017089844,0.251318391562294,0.3348714568226763,0.39436387607119316,0.9803792314552716,0.7460385274449691,0.803295978905735,0.771486502937963,0.2508091628551483,0.35158857703208923,0.3058668424522083,0.37673038892551086,0.4273236651285432,0.983810927139478,0.7858524795299603,0.8150593276203032,0.7997045868930911,0.2307828962802887,0.3083072900772095,0.24950560316413975,0.34146341463414637,0.41315095583388267,0.9821500122791371,0.7648101238090173,0.8240639419907713,0.7912686567175842
251,"universal_edges,all_inverse_edges,no_changes",753,753,3,0.04926896281540394,0,25,,0.32156644264856976,4.679556912044063,1,0.03991784527897835,1,0.024473125115036964,1,0.0834159180521965,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"all_inverse_edges,no_changes,universal_edges",756,756,3,0.10771436120073001,0,25,,0.32156644264856976,4.689333665883169,1,0.02202063612639904,1,0.017994722351431847,1,0.28312772512435913,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"all_inverse_edges,no_changes,universal_edges",759,759,3,0.11415987989554803,0,25,,0.32156644264856976,4.662357279099524,1,0.020242964848876,1,0.015510904602706432,1,0.30672577023506165,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"universal_edges,no_changes,all_inverse_edges",762,762,3,0.2312888503074646,0,25,,0.32156644264856976,4.68445305316709,1,0.32666119933128357,1,0.023113906383514404,1,0.3440914452075958,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"all_inverse_edges,universal_edges,no_changes",765,765,3,0.12043510998288791,0,25,,0.32156644264856976,4.671945434994996,1,0.020936502143740654,1,0.02240913175046444,1,0.3179596960544586,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"no_changes,all_inverse_edges,universal_edges",768,768,3,0.08135021477937698,0,25,,0.32156644264856976,4.673143750987947,1,0.019080879166722298,1,0.019558778032660484,1,0.20541098713874817,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"no_changes,all_inverse_edges,universal_edges",771,771,3,0.15407516434788704,0,25,,0.32156644264856976,4.6769799429457635,1,0.023511853069067,1,0.16621354222297668,1,0.27250009775161743,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"universal_edges,no_changes,all_inverse_edges",774,774,3,0.17339893306295076,0,25,,0.32156644264856976,4.672555023804307,1,0.32729098200798035,1,0.05130531266331673,1,0.14160050451755524,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"all_inverse_edges,no_changes,universal_edges",777,777,3,0.18964825322230658,0,25,,0.32156644264856976,4.669068241957575,1,0.3140818476676941,1,0.13853013515472412,1,0.1163327768445015,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"universal_edges,no_changes,all_inverse_edges",780,780,3,0.05069922717909018,1,26,0.3205941716829936,0.32156644264856976,20.09011989319697,1,0.021511297672986984,1,0.024762509390711784,1,0.10582387447357178,0.2234029322862625,0.3093312084674835,0.25379037574159524,0.34311140408701385,0.4040870138431114,0.9869130249331111,0.8601249924994134,0.7622148978246539,0.8031143652561004,0.24507449567317963,0.34840840101242065,0.3032300593276203,0.3768951878707976,0.4185893210283454,0.9881215505318806,0.8898559363482331,0.7676763348714568,0.8169257300973851,0.22697047889232635,0.30404290556907654,0.24884640738299274,0.33421226104152935,0.4004614370468029,0.9863636951154885,0.8397158223527244,0.7758239947264338,0.8042917676032468
261,"no_changes,all_inverse_edges,universal_edges",783,783,3,0.08650818653404713,0,26,,0.32156644264856976,4.671778023941442,1,0.018769841641187668,1,0.01648114062845707,1,0.22427357733249664,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"all_inverse_edges,no_changes,universal_edges",786,786,3,0.17909330315887928,0,26,,0.32156644264856976,4.668469299096614,1,0.31032174825668335,1,0.021355291828513145,1,0.20560286939144135,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"all_inverse_edges,universal_edges,no_changes",789,789,3,0.048008435716231666,0,26,,0.32156644264856976,4.680529135977849,1,0.023533739149570465,1,0.021285537630319595,1,0.09920603036880493,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"universal_edges,no_changes,all_inverse_edges",792,792,3,0.07299141275386016,0,26,,0.32156644264856976,4.671610501827672,1,0.018794167786836624,1,0.01617400534451008,1,0.18400606513023376,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"all_inverse_edges,universal_edges,no_changes",795,795,3,0.03876190104832252,0,26,,0.32156644264856976,4.6683490560390055,1,0.018866248428821564,1,0.01532816793769598,1,0.08209128677845001,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"no_changes,all_inverse_edges,universal_edges",798,798,3,0.13934884034097195,0,26,,0.32156644264856976,4.682002674788237,1,0.3231337070465088,1,0.013486543670296669,1,0.08142627030611038,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"no_changes,universal_edges,all_inverse_edges",801,801,3,0.07016118429601192,0,26,,0.32156644264856976,4.671953341923654,1,0.022011972963809967,1,0.014750191941857338,1,0.17372138798236847,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"no_changes,all_inverse_edges,universal_edges",804,804,3,0.03697748544315497,0,26,,0.32156644264856976,4.667384798172861,1,0.019395021721720695,1,0.013303365558385849,1,0.07823406904935837,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"universal_edges,no_changes,all_inverse_edges",807,807,3,0.0672597053150336,0,26,,0.32156644264856976,4.6704947429243475,1,0.020361531525850296,1,0.11265446990728378,1,0.0687631145119667,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"no_changes,all_inverse_edges,universal_edges",810,810,3,0.10375030152499676,1,27,0.3085905909538269,0.32156644264856976,20.067449916154146,1,0.018817508593201637,1,0.10668264329433441,1,0.18575075268745422,0.2096777707338333,0.28583380579948425,0.22148978246539222,0.32350032959789055,0.39831905075807517,0.9866674421911151,0.8529900093544924,0.7637046802900461,0.8015814892348041,0.24336488544940948,0.3384592533111572,0.2831245880026368,0.3745880026367831,0.4255108767303889,0.9873718768984192,0.866660507055778,0.7706855636123928,0.81111751293239,0.22414551675319672,0.30147871375083923,0.2384640738299275,0.3365194462755438,0.41315095583388267,0.986525262708907,0.842493047216639,0.7775214238628873,0.8064374156755163
271,"all_inverse_edges,universal_edges,no_changes",813,813,3,0.0395408080269893,0,27,,0.32156644264856976,4.672144806012511,1,0.019855396822094917,1,0.016354158520698547,1,0.08241286873817444,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"all_inverse_edges,universal_edges,no_changes",816,816,3,0.06564068080236514,0,27,,0.32156644264856976,4.676717709051445,1,0.01629616692662239,1,0.011951585300266743,1,0.1686742901802063,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"all_inverse_edges,universal_edges,no_changes",819,819,3,0.19299297283093134,0,27,,0.32156644264856976,4.672567723086104,1,0.30764853954315186,1,0.10841468721628189,1,0.1629156917333603,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"all_inverse_edges,universal_edges,no_changes",822,822,3,0.0642349465439717,0,27,,0.32156644264856976,4.669116402044892,1,0.01840071938931942,1,0.016367696225643158,1,0.15793642401695251,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"no_changes,all_inverse_edges,universal_edges",825,825,3,0.06177389311293761,0,27,,0.32156644264856976,4.6706164290662855,1,0.014628932811319828,1,0.013584052212536335,1,0.15710869431495667,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"universal_edges,no_changes,all_inverse_edges",828,828,3,0.06791986214617889,0,27,,0.32156644264856976,4.669708476867527,1,0.026259778067469597,1,0.10367068648338318,1,0.07382912188768387,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"no_changes,all_inverse_edges,universal_edges",831,831,3,0.13798371578256288,0,27,,0.32156644264856976,4.67583378800191,1,0.30389025807380676,1,0.02469169721007347,1,0.08536919206380844,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"all_inverse_edges,no_changes,universal_edges",834,834,3,0.10229621703426044,0,27,,0.32156644264856976,4.671454329974949,1,0.0381585992872715,1,0.1084761843085289,1,0.1602538675069809,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"no_changes,all_inverse_edges,universal_edges",837,837,3,0.041862037032842636,0,27,,0.32156644264856976,4.672839467180893,1,0.022726982831954956,1,0.018004003912210464,1,0.08485512435436249,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"universal_edges,all_inverse_edges,no_changes",840,840,3,0.03466680273413658,1,28,0.31327592333157855,0.32156644264856976,20.07200637809001,1,0.017836976796388626,1,0.019963935017585754,1,0.06619949638843536,0.21551308035850525,0.29653382301330566,0.23384970336189848,0.3363546473302571,0.4057350032959789,0.98681608437706,0.8629174431828627,0.7539288068556361,0.7983590399877285,0.24895817041397095,0.3434760570526123,0.2903757415952538,0.3783783783783784,0.42963085036255766,0.988037535383303,0.8879283610049233,0.7669874752801582,0.8158082729114493,0.22670257091522217,0.29981788992881775,0.2331905075807515,0.34179301252471983,0.4161173368490442,0.9871392195638967,0.8550591923581848,0.7804185893210283,0.8131481546028954
281,"no_changes,all_inverse_edges,universal_edges",843,843,3,0.1872625524799029,0,28,,0.32156644264856976,4.688766960985959,1,0.3156106173992157,1,0.10627550631761551,1,0.1399015337228775,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"universal_edges,no_changes,all_inverse_edges",846,846,3,0.14882557156185308,0,28,,0.32156644264856976,4.664719823980704,1,0.31584957242012024,1,0.02617678977549076,1,0.10445035248994827,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"universal_edges,no_changes,all_inverse_edges",849,849,3,0.16005547593037286,0,28,,0.32156644264856976,4.675006713019684,1,0.31019848585128784,1,0.019655294716358185,1,0.1503126472234726,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"no_changes,universal_edges,all_inverse_edges",852,852,3,0.08675239731868108,0,28,,0.32156644264856976,4.667832508916035,1,0.02362801320850849,1,0.01631174050271511,1,0.22031743824481964,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"no_changes,all_inverse_edges,universal_edges",855,855,3,0.1872366570557157,0,28,,0.32156644264856976,4.673913644161075,1,0.31448882818222046,1,0.013132126070559025,1,0.23408901691436768,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"universal_edges,no_changes,all_inverse_edges",858,858,3,0.09454733816285928,0,28,,0.32156644264856976,4.673243586905301,1,0.03043309599161148,1,0.01893468014895916,1,0.2342742383480072,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"all_inverse_edges,universal_edges,no_changes",861,861,3,0.04808317435284456,0,28,,0.32156644264856976,4.667980469064787,1,0.019143734127283096,1,0.015952138230204582,1,0.10915365070104599,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"universal_edges,no_changes,all_inverse_edges",864,864,3,0.08002135592202346,0,28,,0.32156644264856976,4.685558486031368,1,0.017429886385798454,1,0.12828558683395386,1,0.09434859454631805,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"universal_edges,all_inverse_edges,no_changes",867,867,3,0.04336993582546711,0,28,,0.32156644264856976,4.672147714998573,1,0.022588364779949188,1,0.019103487953543663,1,0.08841795474290848,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"universal_edges,all_inverse_edges,no_changes",870,870,3,0.04255312432845434,1,29,0.33033395806948346,0.33033395806948346,20.101512267952785,1,0.01678873784840107,1,0.02505572699010372,1,0.08581490814685822,0.22729912400245667,0.3175179660320282,0.263843111404087,0.34970336189848383,0.4126565589980224,0.9873848023058927,0.8786684643237462,0.7545418589321029,0.8039084012792068,0.25381603837013245,0.35440686345100403,0.3075148319050758,0.38167435728411336,0.4319380355965722,0.9881280132356173,0.8926916627560915,0.7646110744891232,0.8156400715463189,0.2369779795408249,0.3190770447254181,0.2613711272247858,0.3521753460777851,0.41776532630191165,0.9874623547507335,0.8692252215540354,0.7704087013843112,0.8118382570809561
291,"all_inverse_edges,no_changes,universal_edges",873,873,3,0.04018137293557326,0,29,,0.33033395806948346,4.6845364479813725,1,0.02107555978000164,1,0.015589214861392975,1,0.08387934416532516,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"no_changes,all_inverse_edges,universal_edges",876,876,3,0.1316278763115406,0,29,,0.33033395806948346,4.671229969942942,1,0.3097888231277466,1,0.013190340250730515,1,0.07190446555614471,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"all_inverse_edges,no_changes,universal_edges",879,879,3,0.03266181517392397,0,29,,0.33033395806948346,4.669951803050935,1,0.015509105287492275,1,0.013487838208675385,1,0.06898850202560425,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"universal_edges,all_inverse_edges,no_changes",882,882,3,0.03184452218314012,0,29,,0.33033395806948346,4.667989284964278,1,0.014985969290137291,1,0.01499372348189354,1,0.06555387377738953,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"all_inverse_edges,universal_edges,no_changes",885,885,3,0.07233760754267375,0,29,,0.33033395806948346,4.675588299985975,1,0.01428732555359602,1,0.010937330313026905,1,0.19178816676139832,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"universal_edges,no_changes,all_inverse_edges",888,888,3,0.06384422940512498,0,29,,0.33033395806948346,4.669466030085459,1,0.013140441849827766,1,0.11336452513933182,1,0.06502772122621536,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"all_inverse_edges,universal_edges,no_changes",891,891,3,0.029740768174330395,0,29,,0.33033395806948346,4.677149557042867,1,0.012645785696804523,1,0.010124671272933483,1,0.06645184755325317,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"all_inverse_edges,no_changes,universal_edges",894,894,3,0.02922723318139712,0,29,,0.33033395806948346,4.674343566875905,1,0.012436648830771446,1,0.011088429018855095,1,0.06415662169456482,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"all_inverse_edges,universal_edges,no_changes",897,897,3,0.02752815932035446,0,29,,0.33033395806948346,4.681311476044357,1,0.012422611936926842,1,0.010913854464888573,1,0.05924801155924797,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"universal_edges,all_inverse_edges,no_changes",900,900,3,0.02501008069763581,1,30,0.33937952915827435,0.33937952915827435,20.146354880882427,1,0.011204352602362633,1,0.008623084984719753,1,0.05520280450582504,0.2319432944059372,0.33092981576919556,0.27851021753460775,0.3660184574818721,0.4154581410678972,0.9882766554215622,0.9129946368423075,0.7491825972313777,0.8100121910335155,0.2543085515499115,0.36166641116142273,0.3180619644034278,0.3848055372445616,0.4297956493078444,0.9888582987578683,0.925923333550732,0.7564238628872775,0.8192916006593836,0.24156491458415985,0.3255423605442047,0.26895187870797627,0.35794330916282135,0.4210613052076467,0.9884317603112438,0.8984801866163699,0.7686420566908372,0.8203918264389782
